Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Middle East & North Africa,MEA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,229788.426,242013.6,260761.94199999995,293913.109,286965.694,274040.841,310465.529,306169.00100000005,302318.252,286859.61900000006,265616.445,226085.184,220563.16,213740.30699999997,199919.099,201208.83599999998,212015.264,215061.83199999997,222115.901,233790.51899999997,290010.0,297690.0,309210.0,317990.0,327630.0,342230.0,355840.0,369650.0,382560.0,396080.0,408350.0,420660.0,434670.0,448300.0,465100.0,481650.0,494680.0,507750.0,515970.0,526510.0,537280.0,524430.0,510870.0,500600.0,485950.0,474990.0,487600.0,497780.0,510260.0,,
Middle East & North Africa (excluding high income),MNA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,151727.682,152809.67599999998,157564.116,171816.58899999998,166148.85799999998,161928.089,179339.58200000002,176758.96099999998,177373.50699999998,166753.066,147695.31900000002,128108.991,138658.826,140318.354,137219.03699999998,144772.30599999998,151280.217,156584.702,158230.494,165866.07299999997,240700.0,245920.0,254880.0,261110.0,268090.0,278230.0,287530.0,297320.0,306270.0,315840.0,324000.0,333600.0,344840.0,355680.0,367820.0,379610.0,389160.0,398620.0,403890.0,411100.0,418610.0,405120.0,391060.0,375160.0,355470.0,339230.0,349060.0,356480.0,366340.0,,
Middle East & North Africa (IDA & IBRD countries),TMN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,151727.682,152809.676,157564.116,171816.58899999998,166148.85799999998,161928.089,179339.582,176758.96099999998,177373.507,166753.066,147695.31900000002,128108.991,138658.826,140318.354,137219.037,144772.30599999998,151280.217,156584.702,158230.494,165866.073,240700.0,245920.0,254880.0,261110.0,268090.0,278230.0,287530.0,297320.0,306270.0,315840.0,324000.0,333600.0,344840.0,355680.0,367820.0,379610.0,389160.0,398620.0,403890.0,411100.0,418610.0,405120.0,391060.0,375160.0,355470.0,339230.0,349060.0,356480.0,366340.0,,
Middle income,MIC,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,3250884.2593100006,3185436.77197,3365121.9195600008,3378716.190580001,3362171.850159999,3454041.242240001,3569055.18473,3686048.3000100004,3703501.80458,3782074.0854400005,3810985.9465999994,3756705.73034,4150345.9630400008,4029157.20711,3915082.5282999985,3954528.4911700003,4115718.06477,4343356.060010001,4200775.82698,4295939.560149999,4626520.0,4598320.0,4532560.0,4531300.0,4500830.0,4512590.0,4533090.0,4498380.0,4519830.0,4575340.0,4626170.0,4688420.0,4760950.0,4886500.0,4979170.0,5051440.0,5165420.0,5278510.0,5385530.0,5399730.0,5518390.0,5593520.0,5643330.0,5680870.0,5732290.0,5784370.0,5847100.0,5882010.0,5900000.0,,
North America,NAC,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,661570.4698,647667.3561,652288.95,656679.336,654702.8776,654641.948,657349.7867,649217.6596,644041.9584,673245.2242,686534.0305999999,686864.0682,674978.9669,660584.0723,678799.4363,675568.9878,672132.8011,679067.0462,696462.875,714003.6998000001,853380.0,858040.0,860920.0,846350.0,855960.0,847120.0,843980.0,829980.0,812250.0,796300.0,785560.0,777720.0,763610.0,761680.0,757850.0,753880.0,754580.0,745370.0,755450.0,741110.0,740140.0,718210.0,710700.0,713410.0,717930.0,712020.0,699690.0,706880.0,716570.0,,
Not classified,INX,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1699748.0059999996,1676825.6679999998,1694037.536,1704570.302,1722763.5219999999,1741085.28,1764309.862,1762773.3230000003,1759971.4000000001,1814883.382,1834621.2080000003,1811906.247,1828146.2510000002,1812923.6739999999,1820557.4629999995,1844466.94,1839566.7100000002,1833096.233,1842696.6719999998,1863350.3870000003,2003920.0,1996080.0,1985900.0,1966570.0,1959790.0,1946570.0,1935570.0,1920050.0,1888700.0,1868530.0,1860410.0,1846890.0,1811140.0,1758600.0,1758650.0,1726500.0,1740570.0,1730280.0,1731890.0,1709140.0,1686720.0,1701840.0,1681910.0,1632650.0,1648110.0,1642880.0,1615040.0,1645360.0,1656590.0,,
Other small states,OSS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,25068.34051,23261.60832,25629.617039999997,29088.304399999997,28397.673799999997,28358.242599999998,29099.2576,30089.4436,30871.561499999996,31943.821799999998,30806.416800000006,28024.7041,28669.201599999997,28382.6232,28243.1783,28100.672299999995,27701.986100000002,29362.170199999997,28392.29809999999,30339.2396,41950.0,42300.0,42590.0,42410.0,42370.0,43310.0,45800.0,47470.0,49380.0,51800.0,54050.0,58380.0,61120.0,61590.0,65330.0,69760.0,72180.0,71910.0,75990.0,74200.0,80280.0,84670.0,80080.0,76390.0,74810.0,75050.0,74670.0,75790.0,73990.0,,
Pacific island small states,PSS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,2298.1607639999997,2277.220834,2303.901727,2364.373522,2294.1434679999998,2474.605641,2454.133716,2589.810806,2724.4644150000004,2720.16205,2760.2190769999997,2891.804542,3011.3703319999995,2885.839681,2952.085076,3060.4716599999997,3123.16734,3185.0598800000002,3295.5826,3284.53277,1630.0,1710.0,1770.0,1830.0,1920.0,1970.0,2000.0,1990.0,2010.0,2000.0,2000.0,2010.0,1980.0,2010.0,2050.0,2060.0,2070.0,2120.0,2120.0,2110.0,2130.0,2200.0,2270.0,2350.0,2420.0,2040.0,2060.0,2110.0,2130.0,,
Post-demographic dividend,PST,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1554278.1582,1529227.6948999998,1541947.4732,1549896.9607,1559121.3676,1569804.6542000002,1586907.1032999998,1583322.4038000002,1571535.1326000001,1620717.0595,1639865.9729,1626652.4085999997,1624023.8858999999,1602573.1612000002,1614274.6316,1640001.5273999996,1637435.1908999998,1628659.2087,1641827.7714,1668709.7942,1952110.0,1941210.0,1915060.0,1876240.0,1858960.0,1834070.0,1814150.0,1787470.0,1748820.0,1734920.0,1714000.0,1695560.0,1659320.0,1610290.0,1599800.0,1555220.0,1560340.0,1540170.0,1520240.0,1492060.0,1471670.0,1492210.0,1473850.0,1421780.0,1420890.0,1404220.0,1370720.0,1394720.0,1398670.0,,
Pre-demographic dividend,PRE,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,466366.4841,354487.5328,368489.174,397434.3091,358531.60059999995,390852.8816,384964.6618999999,422129.8535,418395.8886,510882.0282,485060.53810000006,416737.94249999995,459771.2284999999,450245.0415,402729.1953000001,399022.89600000007,400103.97,464050.18400000007,398910.831,440974.5189999999,447940.0,459370.0,470840.0,484840.0,497810.0,497820.0,495670.0,500670.0,515530.0,517300.0,521590.0,526890.0,553780.0,585180.0,600350.0,628530.0,630930.0,658190.0,676320.0,684200.0,707880.0,730720.0,758950.0,782090.0,803140.0,828030.0,850560.0,851970.0,865170.0,,
Small states,SST,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,33224.576874,30871.928453999997,33295.522667,36943.58182199999,36629.860668,37140.65814099999,37814.538416000025,39027.235106,40062.94841499998,40919.764249999986,40204.96717700001,37371.019842,38764.05693200001,38311.68288100001,38322.771076,38361.49236,38154.63374,40107.78178,39045.486099999995,40815.44036999999,58130.0,59080.0,59880.0,59990.0,60240.0,60320.0,61710.0,62250.0,62990.0,64430.0,65310.0,69820.0,72360.0,73230.0,76910.0,81240.0,83610.0,83520.0,87870.0,86360.0,92640.0,97260.0,92770.0,89380.0,88050.0,88000.0,87360.0,88730.0,86900.0,,
South Asia,SAS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,585635.8118,584016.0939,584426.5151,593882.2884999999,600250.6085,613876.7773,613797.608,626250.4894999999,635467.4255,639690.3836,644174.2638999999,656873.0366,658657.2655000001,669730.3419,681661.7864999999,685208.5647,705010.0205,709020.9609999999,734168.9896000001,748906.4015000002,702340.0,709570.0,716080.0,725100.0,732620.0,743940.0,755240.0,763890.0,773900.0,785210.0,788860.0,794650.0,795760.0,810080.0,820410.0,840960.0,861820.0,880960.0,901130.0,902400.0,914350.0,935140.0,945160.0,963900.0,977960.0,989370.0,999970.0,1011970.0,1024650.0,,
South Asia (IDA & IBRD),TSA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,585635.8118,584016.0939,584426.5151,593882.2884999999,600250.6085,613876.7773,613797.608,626250.4894999999,635467.4255,639690.3836,644174.2638999999,656873.0366,658657.2655000001,669730.3419,681661.7864999999,685208.5647,705010.0205,709020.9609999999,734168.9896000001,748906.4015000002,702340.0,709570.0,716080.0,725100.0,732620.0,743940.0,755240.0,763890.0,773900.0,785210.0,788860.0,794650.0,795760.0,810080.0,820410.0,840960.0,861820.0,880960.0,901130.0,902400.0,914350.0,935140.0,945160.0,963900.0,977960.0,989370.0,999970.0,1011970.0,1024650.0,,
Sub-Saharan Africa,SSF,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,528461.2537099998,410386.04842,427373.23494,457924.6329000001,416763.71930000006,449188.1273,440839.3316,485817.5341,480375.4680000001,573162.6242000001,553508.0758999999,494563.26550000004,542150.9700999999,533795.4983000001,485630.09880000015,481742.66559999995,482815.1776,548779.9922000001,480854.55850000004,527745.8011,548750.0,562660.0,576910.0,585950.0,601570.0,602020.0,602960.0,607710.0,625670.0,625610.0,628790.0,635800.0,667490.0,695020.0,711010.0,743200.0,746270.0,776080.0,797300.0,802110.0,831090.0,851640.0,870710.0,886210.0,900350.0,923210.0,946300.0,950780.0,962170.0,,
Sub-Saharan Africa (excluding high income),SSA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,528452.3559000002,410376.65729999996,427363.2443000001,457914.2583,416752.81980000006,449176.7655,440827.76869999984,485805.91680000006,480363.3268000001,573149.8014999997,553494.6386000001,494549.49620000005,542137.3120999999,533781.5797,485616.0389000001,481727.8822999999,482799.96510000003,548764.4336000001,480838.0143999999,527728.9105,548690.0,562600.0,576850.0,585890.0,601510.0,601960.0,602900.0,607640.0,625600.0,625540.0,628720.0,635730.0,667410.0,694940.0,710930.0,743120.0,746190.0,776000.0,797220.0,802030.0,831000.0,851550.0,870620.0,886120.0,900260.0,923120.0,946210.0,950690.0,962080.0,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,528461.2537099998,410386.04842,427373.23494000005,457924.6329,416763.71929999994,449188.1273,440839.33160000003,485817.5341,480375.46800000005,573162.6242,553508.0758999999,494563.2655000001,542150.9701,533795.4983,485630.09880000004,481742.66559999995,482815.17760000005,548779.9922000001,480854.5585,527745.8010999999,548750.0,562660.0,576910.0,585950.0,601570.0,602020.0,602960.0,607710.0,625670.0,625610.0,628790.0,635800.0,667490.0,695020.0,711010.0,743200.0,746270.0,776080.0,797300.0,802110.0,831090.0,851640.0,870710.0,886210.0,900350.0,923210.0,946300.0,950780.0,962170.0,,
Upper middle income,UMC,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1935805.6624000003,1936014.3753700005,2002645.69733,2013752.6302799992,2042697.0944299996,2121507.3148200004,2193404.6835600003,2205107.1633200007,2251648.91795,2284098.4836800005,2317897.7554900004,2304109.5552600003,2356578.551230001,2411162.781750001,2430417.45286,2457060.453819999,2518979.5619999995,2587706.8925100006,2632355.09717,2691695.876349999,2794110.0,2745300.0,2660740.0,2609890.0,2574570.0,2569580.0,2576470.0,2544700.0,2558390.0,2576210.0,2611430.0,2662240.0,2719970.0,2804860.0,2882670.0,2919180.0,2995330.0,3067920.0,3152700.0,3185870.0,3286010.0,3335750.0,3378400.0,3392430.0,3428900.0,3460670.0,3488760.0,3504180.0,3502260.0,,
World,WLD,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,5294458.743674,5133798.698934001,5348885.158516999,5409388.916561996,5366478.597937999,5490220.157331003,5636322.635586,5783159.073236,5782389.023904997,5959259.853730001,5997921.795577,5858004.2668320015,6275398.891652001,6126518.820821001,5973200.541156,6025375.24845,6184970.686810002,6449419.461459998,6276209.591909998,6416172.960879997,6898360.0,6875120.0,6810430.0,6789110.0,6763240.0,6773440.0,6790740.0,6749630.0,6758180.0,6808320.0,6859450.0,6913060.0,6973040.0,7062720.0,7168060.0,7225520.0,7359290.0,7473250.0,7585770.0,7591370.0,7704390.0,7807040.0,7869970.0,7880460.0,7957650.0,8021410.0,8068580.0,8137390.0,8174420.0,,
Afghanistan,AFG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,10202.0,10201.5,9170.59,9403.54,9987.93,10476.6,10535.6,10455.9,10380.1,10176.2,10376.6,10304.8,10259.8,9858.04,9054.65,8308.71,7415.09,7485.19,7920.27,7465.04,8970.0,9070.0,8990.0,8890.0,8960.0,9140.0,9930.0,10600.0,11100.0,11870.0,10590.0,9360.0,11190.0,11480.0,11460.0,11670.0,14890.0,18100.0,22170.0,25430.0,30010.0,39480.0,48780.0,58130.0,67770.0,76590.0,78150.0,79610.0,81510.0,,
Albania,ALB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1763.64,1717.47,1737.08,1794.07,1815.36,1864.83,1943.17,2002.1,2113.28,2182.0,2228.41,2235.5,2245.35,2306.81,2327.29,2288.99,2368.58,2496.97,2606.35,2648.33,3660.0,3600.0,3500.0,3560.0,4130.0,4120.0,3950.0,3750.0,3620.0,3690.0,3750.0,3690.0,3640.0,3680.0,3590.0,3580.0,3530.0,3400.0,3230.0,3110.0,3120.0,3120.0,3170.0,3190.0,3230.0,3250.0,3250.0,3210.0,3160.0,,
Algeria,DZA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,12857.3,14377.5,19904.8,24846.1,21588.9,19911.9,24080.3,25792.7,27812.3,27825.7,26045.5,23623.7,23034.4,25512.0,27222.8,31516.3,31152.2,31458.0,31566.2,33252.3,22070.0,22120.0,22540.0,22850.0,22900.0,25670.0,28450.0,31200.0,34180.0,37150.0,39920.0,41640.0,43160.0,45000.0,46890.0,48610.0,48510.0,48380.0,48070.0,48150.0,48210.0,48380.0,48690.0,48880.0,49230.0,49310.0,49400.0,49460.0,49550.0,,
American Samoa,ASM,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,6.12116,6.165,6.23502,6.32936,6.45378,6.57608,6.67545,6.83219,6.8685,6.89215,6.96729,7.09575,7.35214,7.62757,7.91671,8.17822,8.43484,8.73258,9.01238,9.35252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,20.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,40.0,40.0,40.0,40.0,40.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,
Angola,AGO,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,23376.6,14500.0,15590.0,16651.7,15008.3,17061.4,15036.7,17437.0,18279.2,22903.7,19634.2,17404.8,19170.3,19184.3,15733.0,16094.5,15881.2,20493.0,15798.0,17298.5,20610.0,21030.0,21470.0,21770.0,22180.0,22460.0,21360.0,21470.0,23130.0,22330.0,23000.0,24240.0,26220.0,29280.0,30260.0,31110.0,31180.0,33610.0,34160.0,35590.0,37730.0,38100.0,37110.0,37420.0,36700.0,37180.0,37400.0,37450.0,35520.0,,
Antigua and Barbuda,ATG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,24.3148,26.4249,26.207,26.476,25.5003,25.4343,25.0089,26.1641,27.7674,31.4964,34.4073,34.1812,36.7223,35.6842,35.8914,37.3737,37.3027,37.4902,37.7617,35.4074,130.0,130.0,140.0,140.0,150.0,150.0,160.0,160.0,170.0,170.0,180.0,180.0,180.0,190.0,190.0,190.0,200.0,200.0,200.0,200.0,190.0,190.0,190.0,190.0,200.0,200.0,200.0,200.0,200.0,,
Argentina,ARG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,84917.8,84729.1,88496.0,90791.3,91811.9,93881.0,97258.4,99683.6,96972.3,96622.1,95741.2,93157.7,91897.8,94102.1,94813.5,94616.9,94628.5,95248.5,98104.2,100292.0,105850.0,105660.0,107470.0,106960.0,108430.0,108840.0,107260.0,107560.0,105750.0,108720.0,109870.0,109440.0,112740.0,119190.0,120420.0,120630.0,122760.0,123540.0,122470.0,117630.0,109830.0,109130.0,111740.0,113350.0,114180.0,114090.0,115580.0,117570.0,117850.0,,
Armenia,ARM,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1317.98,1384.62,1440.48,1485.25,1541.25,1587.12,1590.73,1582.01,1575.56,1562.06,1542.94,1523.36,1531.89,1564.49,1605.02,1628.66,1632.63,1646.58,2491.32,2669.38,3590.0,3420.0,3170.0,2940.0,2770.0,2610.0,2460.0,2300.0,2100.0,1950.0,1830.0,1880.0,1930.0,1980.0,2040.0,2070.0,2150.0,2240.0,2310.0,2310.0,2370.0,2370.0,2420.0,2500.0,2540.0,2560.0,2570.0,2510.0,2430.0,,
Aruba,ABW,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,10.2469,10.4531,10.657,10.8551,11.0415,11.2194,11.5069,11.6718,12.2338,12.4857,12.6755,12.937,13.182,13.3622,13.6488,13.9676,13.8472,14.3017,14.5499,14.8981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,94290.8,93855.2,106378.0,97724.1,102739.0,107139.0,114340.0,110996.0,99816.3,106411.0,109630.0,97530.1,107729.0,98933.4,101429.0,113739.0,109178.0,103771.0,103628.0,109117.0,156040.0,155750.0,155170.0,151830.0,150660.0,149190.0,142110.0,144210.0,146130.0,157130.0,167630.0,175690.0,167170.0,127110.0,148010.0,128800.0,147870.0,144830.0,128530.0,131460.0,119320.0,168820.0,166730.0,127150.0,135190.0,133430.0,118280.0,139810.0,139070.0,,
Austria,AUT,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,9022.21,8936.1,8915.63,9092.98,9242.43,9225.31,9256.6,9379.33,9412.63,9606.65,9714.19,9733.11,9873.12,9909.95,10102.8,10297.3,10245.4,10168.7,10346.8,10158.8,11570.0,11510.0,11320.0,10990.0,10610.0,10120.0,9890.0,9590.0,9310.0,9170.0,8940.0,8800.0,8690.0,8530.0,8440.0,8230.0,8060.0,7880.0,7790.0,7600.0,7580.0,7410.0,7250.0,7110.0,6950.0,6880.0,6800.0,6740.0,6660.0,,
Azerbaijan,AZE,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,6397.68,6584.08,6796.62,7016.63,7342.0,7682.02,7925.1,8129.77,8380.82,8611.2,8835.25,9008.95,9255.25,9554.46,9915.83,10274.8,10683.4,11020.6,11206.4,11350.3,16390.0,15840.0,14830.0,14280.0,13800.0,13500.0,14320.0,15210.0,16080.0,16940.0,17780.0,19200.0,20560.0,21960.0,23320.0,24670.0,30040.0,35330.0,40640.0,45930.0,51220.0,50030.0,48880.0,47740.0,46580.0,45430.0,44820.0,44230.0,43600.0,,
"Bahamas, The",BHS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,93.6182,99.2579,103.132,107.454,103.173,106.266,103.646,114.557,107.247,108.112,112.649,119.43,120.161,120.313,121.977,116.529,119.574,124.679,129.905,136.121,160.0,160.0,170.0,170.0,170.0,170.0,170.0,180.0,180.0,180.0,180.0,180.0,190.0,190.0,210.0,200.0,200.0,210.0,210.0,210.0,210.0,220.0,220.0,230.0,220.0,230.0,230.0,230.0,230.0,,
Bahrain,BHR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,791.432,793.261,815.001,958.755,1071.19,1021.28,1079.05,1207.62,1235.0,1313.81,1324.4,1418.34,1362.83,1366.63,1449.78,1637.01,1610.74,1616.34,1687.3,1760.01,3170.0,3240.0,3310.0,3380.0,3500.0,4140.0,4790.0,5430.0,6080.0,6730.0,7380.0,7680.0,7990.0,8280.0,8580.0,8880.0,9430.0,9980.0,10520.0,11070.0,11620.0,12080.0,12540.0,13010.0,13470.0,13930.0,14240.0,14540.0,14850.0,,
Bangladesh,BGD,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,91304.9,86454.8,88057.2,88622.8,87762.2,90812.2,88206.1,88930.3,91214.2,92273.5,87058.4,88085.0,88597.9,83607.6,86141.6,87075.0,88140.6,86484.1,86033.6,87640.1,64380.0,64460.0,65050.0,65130.0,65940.0,66670.0,66340.0,66920.0,66470.0,68350.0,68940.0,68930.0,70230.0,71050.0,70730.0,72360.0,73270.0,73940.0,76420.0,77310.0,78460.0,79160.0,79550.0,79980.0,80550.0,80900.0,80240.0,82590.0,83790.0,,
Barbados,BRB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,100.037,99.6235,99.3967,103.435,101.21,94.5442,94.7256,98.1512,98.3431,100.32,105.248,103.297,101.422,103.253,106.172,104.42,107.973,109.174,114.185,123.467,2070.0,2110.0,2150.0,2190.0,2220.0,2230.0,2240.0,2250.0,2260.0,2270.0,2280.0,2280.0,2270.0,2270.0,2270.0,2270.0,2270.0,2270.0,2280.0,2290.0,2300.0,2300.0,2310.0,2310.0,2320.0,2330.0,2330.0,2340.0,2350.0,,
Belarus,BLR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,12125.1,12728.7,13175.8,13543.1,14010.5,14487.2,14658.3,14830.0,15174.5,15383.0,15567.1,15714.1,16014.3,16387.0,16759.6,17136.2,17390.5,17804.6,17726.2,18093.6,20090.0,19660.0,17600.0,16740.0,15930.0,15120.0,14850.0,14630.0,14560.0,14400.0,13970.0,13730.0,13530.0,13620.0,14060.0,13790.0,14150.0,14560.0,15410.0,15480.0,15930.0,15610.0,15890.0,16590.0,16700.0,16980.0,16550.0,16720.0,16730.0,,
Belgium,BEL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,14123.1,13728.7,13629.0,13962.1,14215.9,13980.4,13888.2,13986.8,13757.1,13809.5,13818.4,13761.3,13726.5,13607.2,13811.8,13979.3,13626.9,13297.9,12429.8,12415.3,13230.0,13320.0,13140.0,12950.0,12980.0,13110.0,12980.0,12780.0,12530.0,12600.0,12120.0,11600.0,11070.0,10400.0,10270.0,10000.0,9860.0,9640.0,9450.0,9370.0,9260.0,9010.0,8840.0,8630.0,8540.0,8540.0,8450.0,8180.0,8200.0,,
Belize,BLZ,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,96.4889,108.077,112.541,115.247,127.784,131.281,126.443,134.226,135.003,145.317,142.073,137.738,155.641,142.432,146.228,143.228,143.252,148.371,151.007,158.536,6120.0,6240.0,6380.0,6480.0,6610.0,5520.0,4450.0,3400.0,2340.0,1280.0,210.0,240.0,260.0,290.0,280.0,300.0,350.0,400.0,450.0,490.0,540.0,550.0,520.0,540.0,490.0,480.0,500.0,520.0,530.0,,
Benin,BEN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,3460.96,3378.42,3381.77,3723.05,2893.84,3191.05,3335.67,3905.0,3344.62,3645.15,4533.24,3821.82,4412.49,4154.09,4143.93,3827.9,3778.02,3967.14,3733.38,4082.09,2700.0,2800.0,2860.0,2890.0,3070.0,2920.0,3270.0,3360.0,3500.0,3390.0,3680.0,3320.0,3630.0,3610.0,3640.0,4060.0,4020.0,4200.0,4200.0,4380.0,4520.0,4710.0,4840.0,5080.0,5090.0,5220.0,5380.0,5420.0,5530.0,,
Bermuda,BMU,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,19.9698,20.3561,21.05,21.836,20.9776,21.548,21.0867,22.8596,21.7584,21.9242,22.7306,23.0682,23.8669,24.9723,24.6363,22.3878,21.9011,22.4462,23.275,24.3998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,698.411,708.691,718.171,731.495,744.099,748.386,757.762,771.206,793.6,809.099,824.635,829.884,849.867,869.033,887.475,913.409,932.933,952.427,895.907,902.446,830.0,840.0,810.0,810.0,810.0,860.0,850.0,850.0,850.0,880.0,860.0,820.0,820.0,830.0,840.0,910.0,900.0,920.0,850.0,900.0,900.0,900.0,900.0,910.0,880.0,870.0,870.0,870.0,860.0,,
Bolivia,BOL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,16508.6,11349.2,15052.3,12661.0,14135.5,16353.3,19290.7,14982.3,18848.6,19993.7,21233.3,19046.2,19916.5,21186.9,16739.4,18281.8,18697.5,22567.2,19465.0,19829.0,12540.0,13110.0,13770.0,14410.0,15100.0,15260.0,15140.0,15370.0,15750.0,16260.0,16420.0,16450.0,17960.0,18160.0,19440.0,20390.0,20300.0,20520.0,20760.0,21240.0,23000.0,22710.0,23200.0,23660.0,23420.0,24160.0,24830.0,24870.0,25050.0,,
Bosnia and Herzegovina,BIH,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,3173.7,3202.11,3222.75,3259.47,3470.38,3350.17,3319.17,3323.15,3397.02,3470.73,3660.59,3868.77,4217.93,4516.74,4580.33,4644.82,4525.84,4558.4,4311.72,4399.82,5050.0,4950.0,3250.0,2450.0,2450.0,2230.0,2510.0,2960.0,3260.0,3420.0,3580.0,3580.0,2950.0,3180.0,3360.0,3460.0,3640.0,3810.0,3900.0,4000.0,3790.0,3860.0,3780.0,3780.0,3470.0,3480.0,3460.0,3420.0,3380.0,,
Botswana,BWA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,5232.4,3235.56,3725.3,4015.6,3837.64,4595.57,4538.56,5170.34,5119.89,6114.78,5327.21,4932.32,5332.04,5131.96,4170.28,4045.73,3916.36,4946.03,4062.62,4612.06,6050.0,5740.0,5560.0,5400.0,5680.0,6180.0,6850.0,6630.0,6240.0,6260.0,6150.0,7090.0,7080.0,3710.0,3970.0,4520.0,5510.0,4590.0,8780.0,4560.0,10020.0,12190.0,6320.0,5830.0,4430.0,4260.0,3870.0,5280.0,4560.0,,
