Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Brazil,BRA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,207737.0,181227.0,202311.0,193144.0,206837.0,222650.0,248660.0,230474.0,244721.0,254110.0,275469.0,268220.0,276022.0,280215.0,268282.0,276932.0,289242.0,313604.0,303131.0,309656.0,285240.0,300170.0,304560.0,305470.0,311160.0,311550.0,304620.0,311060.0,318140.0,322940.0,325470.0,343440.0,361630.0,377700.0,395480.0,397320.0,392850.0,393310.0,391400.0,396980.0,413330.0,412830.0,414530.0,411880.0,416350.0,422280.0,424800.0,421660.0,416280.0,,
British Virgin Islands,VGB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,12.5746,10.8639,11.7522,11.9621,12.188,12.4187,12.6125,12.8923,13.117,13.399,13.7428,14.0455,14.9611,15.5718,16.0664,16.8068,17.7138,11.0812,14.7773,14.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1614.81,1276.48,1733.59,2611.12,2587.87,2867.56,3500.47,3972.31,4085.62,3857.07,4467.29,3603.46,3695.23,4407.76,3454.88,3261.48,3280.3,3649.84,3343.78,3127.02,9870.0,10010.0,10150.0,10280.0,10420.0,10550.0,10870.0,11190.0,11500.0,11820.0,12130.0,12220.0,12300.0,12380.0,12470.0,12550.0,12060.0,11570.0,11070.0,10580.0,10090.0,9970.0,9850.0,9720.0,9600.0,9480.0,9260.0,9050.0,8830.0,,
Bulgaria,BGR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,9939.9,10259.6,10689.5,11019.7,11132.3,11700.7,12117.2,12384.8,12717.1,13107.4,13535.1,13953.9,14382.0,14672.7,14989.7,15044.5,15245.3,15485.2,15495.7,15762.4,16390.0,15360.0,14820.0,13520.0,11730.0,12020.0,12080.0,11540.0,11050.0,10650.0,10570.0,9960.0,9430.0,9830.0,9310.0,8880.0,8490.0,8570.0,8290.0,7940.0,7780.0,8040.0,7750.0,7490.0,7470.0,7380.0,7090.0,7030.0,6910.0,,
Burkina Faso,BFA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,4613.42,4602.1,4405.45,4330.75,4135.98,4289.1,4417.34,4638.97,4609.52,4850.84,5223.71,5180.78,5437.93,5473.43,5633.82,6038.6,6180.2,6375.34,6461.33,6710.69,7110.0,7330.0,7520.0,7670.0,7870.0,8110.0,8080.0,8330.0,8340.0,8440.0,8950.0,8680.0,9050.0,11110.0,11470.0,11820.0,11760.0,12050.0,12450.0,12890.0,13500.0,13750.0,13810.0,14200.0,14490.0,14690.0,15380.0,15590.0,15600.0,,
Burundi,BDI,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1468.92,1458.38,1516.03,1545.3,1565.52,1601.2,1603.62,1613.04,1638.31,1676.56,1554.06,1438.55,1460.67,1478.26,1518.95,1486.0,1595.95,1598.36,1632.1,1664.13,1560.0,1600.0,1650.0,1670.0,1650.0,1700.0,1670.0,1670.0,1590.0,1490.0,1400.0,1370.0,1320.0,1300.0,1290.0,1280.0,1340.0,1380.0,1440.0,1520.0,1630.0,1670.0,1640.0,1800.0,1730.0,1690.0,1860.0,2130.0,2140.0,,
Cabo Verde,CPV,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,45.8144,45.0365,47.2747,45.9685,45.1301,45.1332,46.6151,47.8873,49.724,51.5931,53.9507,55.7915,58.8978,54.5491,55.0535,58.7487,63.0441,67.9102,75.7627,80.2449,90.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,110.0,110.0,110.0,110.0,110.0,120.0,120.0,120.0,120.0,120.0,120.0,130.0,130.0,120.0,120.0,,
Cambodia,KHM,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,20086.5,16193.4,13559.2,10701.7,8055.74,9372.55,9186.63,9531.61,9662.58,7913.82,11766.3,10931.9,12820.0,14525.1,9957.43,12111.6,12881.8,12895.9,14519.9,14210.3,13120.0,12820.0,13210.0,14000.0,12860.0,14800.0,14800.0,14950.0,14870.0,15710.0,14850.0,14920.0,15210.0,16440.0,16220.0,17480.0,18360.0,18660.0,18840.0,19260.0,19440.0,20380.0,20000.0,20020.0,19830.0,19710.0,20160.0,20470.0,20310.0,,
Cameroon,CMR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,8286.23,8197.01,7986.47,8591.02,6852.3,7544.52,7988.62,9451.52,8285.96,9063.01,11453.0,9871.54,11008.5,12899.4,13011.8,12354.8,14152.2,14006.8,10951.7,13449.5,9030.0,9040.0,9110.0,9160.0,9220.0,9460.0,9790.0,10240.0,11010.0,11480.0,12530.0,12170.0,12170.0,12960.0,12320.0,13190.0,12840.0,12940.0,12560.0,12490.0,12960.0,13080.0,13550.0,14040.0,14220.0,14620.0,14760.0,14800.0,14960.0,,
Canada,CAN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,67295.5,68154.0,66036.9,67343.5,66484.9,64755.4,67771.7,65172.8,62534.2,73100.3,78956.3,78505.0,68998.1,69139.1,71134.8,73675.6,73266.9,74144.6,78447.6,92349.3,86830.0,88220.0,92250.0,94870.0,97440.0,101280.0,105380.0,107150.0,109270.0,107960.0,106910.0,105320.0,103840.0,102210.0,103180.0,101520.0,101440.0,99520.0,96350.0,91740.0,90200.0,90120.0,92550.0,95000.0,97120.0,94850.0,90490.0,92380.0,93980.0,,
Cayman Islands,CYM,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,12.2052,12.5119,12.8929,13.3732,13.7552,14.2026,14.6307,15.4674,15.6787,16.0605,16.7495,17.5631,18.1124,22.0187,14.9408,14.8227,15.2839,15.5447,16.106,16.5162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,28889.6,27465.9,26787.2,30480.2,19560.0,22510.2,24017.8,31451.7,23497.1,27484.7,38591.8,28376.7,35819.1,31620.1,30844.8,25781.8,26604.3,28833.8,25241.0,29728.2,15680.0,15970.0,16080.0,16190.0,16360.0,16520.0,17560.0,17710.0,18720.0,17670.0,19150.0,17230.0,16080.0,18450.0,17110.0,17540.0,18020.0,18640.0,19580.0,17820.0,19250.0,20570.0,19820.0,21050.0,21460.0,22240.0,23340.0,22810.0,23200.0,,
Chad,TCD,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,8043.48,8021.39,8281.84,8186.09,6281.04,6690.7,6981.24,7975.76,7452.12,7998.19,9191.55,8286.3,9107.04,8650.17,7746.56,7249.58,7548.51,8012.16,7889.66,8573.47,9080.0,13350.0,13920.0,14500.0,15140.0,15840.0,17450.0,17970.0,18570.0,19780.0,21370.0,21650.0,24720.0,27600.0,30300.0,33310.0,33730.0,34720.0,35350.0,35810.0,37090.0,38840.0,40630.0,42300.0,44030.0,47400.0,50260.0,52140.0,53990.0,,
Channel Islands,CHI,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,10912.9,11364.8,12268.3,12264.6,12218.7,12678.3,13107.0,12385.8,12520.0,12713.4,12656.7,12051.9,11837.8,11646.7,11651.0,11006.8,11063.7,11351.0,11723.5,11933.8,12220.0,12330.0,12540.0,12840.0,13070.0,13350.0,13620.0,14020.0,14280.0,14370.0,14460.0,14260.0,14060.0,13920.0,13880.0,13760.0,13530.0,13360.0,13540.0,13700.0,13790.0,13870.0,14080.0,13050.0,13220.0,12850.0,13000.0,13110.0,13480.0,,
China,CHN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,781088.0,813814.0,825771.0,826991.0,830833.0,854612.0,861785.0,871602.0,877210.0,874356.0,869136.0,861145.0,870542.0,890568.0,908770.0,908613.0,925594.0,940693.0,961551.0,991542.0,730340.0,743070.0,751660.0,757560.0,773650.0,798450.0,823860.0,791730.0,813830.0,825690.0,829610.0,824170.0,819890.0,815910.0,829700.0,837670.0,883360.0,921560.0,973580.0,1018910.0,1063830.0,1106190.0,1151100.0,1178020.0,1206210.0,1237520.0,1242150.0,1239130.0,1238630.0,,
Colombia,COL,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,36921.0,36570.0,38180.4,38096.9,39796.1,41515.7,43123.9,42801.1,44897.1,45127.8,45210.4,45467.5,46501.0,45930.0,43830.8,44295.3,45353.3,47576.8,47425.0,48818.6,57300.0,57330.0,58360.0,59460.0,60590.0,61000.0,61960.0,61750.0,62500.0,61180.0,62020.0,63470.0,64160.0,65690.0,66890.0,67430.0,68160.0,70310.0,71450.0,72210.0,74190.0,71900.0,70020.0,70260.0,70510.0,71200.0,71920.0,74540.0,76700.0,,
Comoros,COM,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,142.057,142.849,144.724,147.313,150.176,152.877,159.371,162.331,165.655,170.022,170.179,170.336,169.795,168.524,172.068,170.201,170.872,170.92,174.754,179.793,170.0,170.0,170.0,180.0,180.0,180.0,180.0,190.0,190.0,190.0,170.0,190.0,190.0,190.0,190.0,190.0,210.0,190.0,210.0,220.0,230.0,240.0,250.0,260.0,260.0,270.0,280.0,270.0,270.0,,
"Congo, Dem. Rep.",COD,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,119583.0,49226.3,56073.3,62884.2,49570.4,66528.2,54983.4,68535.2,73709.3,109096.0,82413.0,65799.7,79415.3,77938.3,49598.8,51682.6,48495.5,83973.6,45660.2,57709.6,24920.0,25310.0,25900.0,26320.0,26780.0,26870.0,24340.0,24170.0,24560.0,23710.0,23820.0,24890.0,27580.0,29040.0,30150.0,30170.0,30920.0,29840.0,31100.0,31540.0,32550.0,32700.0,33700.0,35320.0,35980.0,37360.0,37790.0,38830.0,38620.0,,
"Congo, Rep.",COG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,6677.41,4170.6,4471.89,5250.01,5067.27,5372.71,4959.69,5144.37,5300.64,6602.25,5693.92,5177.74,5748.04,5769.38,4812.65,4937.77,4918.03,6310.09,5044.82,5618.95,1750.0,1730.0,1710.0,1690.0,1660.0,1690.0,1140.0,1200.0,1250.0,1290.0,1230.0,1330.0,1610.0,2060.0,2180.0,2440.0,2610.0,2620.0,2750.0,2800.0,3140.0,3220.0,3180.0,3300.0,3140.0,3360.0,3430.0,3450.0,3540.0,,
Costa Rica,CRI,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,2598.51,2675.06,2774.89,3053.13,3097.96,3190.4,3219.14,3292.59,3418.32,3567.13,3589.08,3769.43,3793.09,3871.56,3998.16,3868.56,3840.69,3828.49,3749.32,3663.94,4290.0,4320.0,4330.0,4390.0,4140.0,3850.0,3850.0,3900.0,4030.0,4020.0,4040.0,3980.0,3920.0,3870.0,3810.0,3940.0,3920.0,4130.0,4300.0,4370.0,4430.0,4550.0,4490.0,4570.0,4590.0,4640.0,4810.0,4870.0,4820.0,,
Cote d'Ivoire,CIV,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,7803.2,7554.85,7486.68,8251.49,6276.09,6981.66,7352.1,8838.9,7428.51,8231.33,10315.6,8446.63,9963.32,9256.79,9252.31,8406.7,8700.61,9217.68,8672.97,9642.07,3960.0,9150.0,14320.0,19350.0,24580.0,24320.0,23730.0,23450.0,23110.0,22750.0,22500.0,21380.0,20300.0,18860.0,16800.0,16200.0,14670.0,13310.0,11720.0,10240.0,8780.0,7540.0,6280.0,6560.0,6160.0,6280.0,6910.0,6540.0,6560.0,,
Croatia,HRV,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,2985.57,3015.48,3074.1,3175.84,3347.41,3487.69,3525.69,3578.21,3591.6,3569.69,3523.76,3557.65,3567.41,3549.6,3583.12,3694.81,3671.69,3756.72,3996.3,4101.02,4110.0,3990.0,3720.0,3680.0,3540.0,3450.0,3400.0,3370.0,3340.0,3380.0,3300.0,3380.0,3400.0,3510.0,3650.0,3620.0,3740.0,3780.0,3750.0,3810.0,3790.0,3790.0,3730.0,3630.0,3630.0,3720.0,3740.0,3760.0,3820.0,,
Cuba,CUB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,13600.2,12188.0,11819.9,12364.4,12267.6,12109.8,12059.3,11978.1,12090.1,12240.3,11860.2,11652.0,12151.0,11838.9,12140.8,11966.6,12043.1,11949.2,11988.8,12302.8,12630.0,12270.0,12140.0,11170.0,11490.0,11800.0,12930.0,12890.0,12900.0,12570.0,12540.0,12410.0,12550.0,12770.0,12430.0,11900.0,12190.0,12280.0,12550.0,13180.0,13060.0,13360.0,13330.0,13350.0,13280.0,12780.0,12980.0,12600.0,12690.0,,
Curacao,CUW,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,340.552,345.815,356.637,365.062,344.135,252.722,262.615,281.375,298.266,302.542,311.099,321.55,335.2,351.207,370.416,384.319,390.326,403.436,414.707,424.875,530.0,540.0,550.0,560.0,580.0,590.0,600.0,610.0,620.0,620.0,640.0,660.0,680.0,670.0,670.0,670.0,670.0,670.0,680.0,680.0,690.0,690.0,690.0,690.0,700.0,700.0,720.0,730.0,740.0,,
Czech Republic,CZE,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,17963.3,18130.6,18186.7,18136.0,18286.8,18730.6,18950.7,19714.1,19531.2,20289.3,19741.9,19844.8,19879.4,20133.4,20172.9,20123.9,19966.4,19912.5,19784.2,19253.5,23900.0,22390.0,20880.0,19880.0,18680.0,18140.0,17960.0,17560.0,16810.0,15890.0,15020.0,14750.0,14190.0,14100.0,13680.0,14050.0,14280.0,13830.0,13920.0,13580.0,13780.0,13750.0,13590.0,12790.0,12720.0,12730.0,12440.0,12430.0,12430.0,,
Denmark,DNK,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,7692.19,7555.14,7773.13,7933.7,8031.41,7998.71,8078.4,8157.62,8329.16,8395.68,8432.2,8374.61,8289.46,8316.83,8146.9,8099.07,8052.36,7980.61,7823.31,7878.97,8860.0,8980.0,8970.0,9110.0,8960.0,9030.0,9070.0,8960.0,8950.0,8740.0,8650.0,8890.0,8640.0,8550.0,8320.0,8140.0,8020.0,8030.0,7800.0,7570.0,7780.0,7620.0,7470.0,7340.0,7210.0,7180.0,7170.0,7090.0,7140.0,,
Djibouti,DJI,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,148.642,155.165,159.981,163.773,173.233,186.887,193.07,218.983,232.975,239.784,257.533,256.171,258.923,280.622,296.6,315.749,330.271,351.946,376.124,397.827,460.0,470.0,470.0,480.0,500.0,540.0,560.0,580.0,590.0,620.0,630.0,640.0,640.0,640.0,650.0,660.0,650.0,660.0,660.0,660.0,660.0,670.0,670.0,670.0,680.0,680.0,680.0,680.0,690.0,,
Dominica,DMA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,16.2738,17.1469,18.046,18.9914,19.8922,20.9309,21.8781,22.9269,23.9192,25.0285,25.8995,26.5459,27.1902,27.7078,28.4128,29.5943,30.9585,34.3199,34.8625,36.698,100.0,100.0,100.0,100.0,100.0,90.0,80.0,70.0,60.0,50.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,50.0,50.0,,
Dominican Republic,DOM,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,3786.76,4018.51,4060.01,4162.09,4622.75,4934.42,5298.7,5302.72,5118.49,5354.87,5398.54,5224.86,5498.03,5775.23,5813.79,5750.56,5739.94,5793.44,5818.83,6053.58,6110.0,6750.0,6890.0,7500.0,7820.0,7600.0,7510.0,7290.0,7090.0,6660.0,6500.0,6830.0,7030.0,6950.0,7450.0,7250.0,7350.0,8050.0,8250.0,8550.0,8700.0,8770.0,8780.0,8830.0,8880.0,8890.0,8980.0,9100.0,9200.0,,
Ecuador,ECU,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,6620.78,6037.87,6344.84,6577.43,6776.46,7028.11,7224.9,7146.96,7052.69,7535.49,7814.75,7974.96,8150.66,8055.99,8898.16,9307.02,10040.6,9885.96,10758.3,10940.3,14580.0,14740.0,15790.0,16490.0,17090.0,17370.0,17790.0,18410.0,17660.0,18000.0,16820.0,17900.0,18590.0,18860.0,19750.0,19720.0,20120.0,20000.0,20180.0,21050.0,21350.0,21370.0,21530.0,21740.0,20840.0,20360.0,20510.0,20690.0,20350.0,,
"Egypt, Arab Rep.",EGY,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,20777.6,20622.6,20403.8,19836.8,20781.7,20993.1,21592.5,21185.7,21391.4,21161.2,20803.5,21127.1,21802.0,22093.3,22821.1,23176.1,23765.7,24594.9,24796.3,26028.4,24980.0,27650.0,30130.0,32350.0,34550.0,36650.0,38870.0,41530.0,42590.0,45980.0,48390.0,48260.0,49650.0,49970.0,50500.0,50700.0,52150.0,53700.0,54750.0,53600.0,53530.0,55070.0,56000.0,55670.0,55880.0,55570.0,56310.0,56050.0,56870.0,,
El Salvador,SLV,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,2238.92,2137.06,2204.75,2093.93,2176.64,2237.24,2349.11,2559.49,2673.69,2751.86,2545.59,2415.21,2258.99,2248.44,2293.36,2381.65,2396.05,2465.08,2512.02,2580.13,3480.0,3590.0,3680.0,3660.0,3820.0,3660.0,3960.0,3840.0,3720.0,3900.0,3820.0,4110.0,4290.0,4240.0,4300.0,4340.0,4450.0,4560.0,4620.0,4540.0,4410.0,4110.0,4280.0,3940.0,4180.0,4150.0,4030.0,3980.0,3990.0,,
Equatorial Guinea,GNQ,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,75.8031,76.8138,77.196,77.9551,79.0276,80.6726,82.3919,84.3145,85.9476,87.8892,89.8461,91.5715,93.7015,96.1705,98.0773,100.349,102.99,104.78,109.409,113.225,120.0,170.0,220.0,270.0,320.0,370.0,1870.0,3370.0,4870.0,6370.0,7870.0,9770.0,11660.0,13560.0,15450.0,17340.0,17100.0,16850.0,16600.0,16360.0,16110.0,15640.0,15160.0,14690.0,14220.0,13750.0,13240.0,12730.0,12230.0,,
Eritrea,ERI,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1796.57,1810.77,1784.92,1814.46,1791.44,1754.83,1755.5,1785.92,1795.87,1816.07,1848.51,1841.86,1861.05,1902.33,1860.52,1913.81,1980.79,1942.33,1955.88,2031.8,2460.0,2550.0,2670.0,2340.0,2470.0,2540.0,2840.0,3210.0,3370.0,3470.0,3520.0,3310.0,3260.0,3330.0,3350.0,3370.0,3260.0,3450.0,3460.0,3460.0,3360.0,3510.0,3550.0,3590.0,3610.0,3640.0,3690.0,3700.0,3730.0,,
Estonia,EST,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,2208.43,2283.82,2365.97,2421.3,2489.17,2535.43,2552.23,2580.52,2615.42,2635.75,2648.89,2627.89,2659.51,2711.77,2738.41,2774.48,2815.15,2861.05,3057.94,3263.45,2270.0,2240.0,2280.0,2050.0,1750.0,1710.0,1640.0,1600.0,1540.0,1500.0,1440.0,1420.0,1420.0,1370.0,1380.0,1320.0,1300.0,1280.0,1260.0,1230.0,1240.0,1180.0,1180.0,1150.0,1130.0,1120.0,1070.0,1060.0,1050.0,,
Eswatini,SWZ,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,921.193,929.902,948.902,968.562,975.633,1004.5,1015.36,1023.0,1039.46,1063.66,1049.49,1047.28,1030.53,1038.06,1032.27,1070.43,1080.75,1077.83,1076.35,1119.18,1290.0,1330.0,1370.0,1260.0,1290.0,1320.0,1360.0,1390.0,1410.0,1420.0,1440.0,1390.0,1420.0,1490.0,1500.0,1530.0,1460.0,1470.0,1440.0,1400.0,1420.0,1430.0,1450.0,1460.0,1470.0,1460.0,1470.0,1490.0,1500.0,,
Ethiopia,ETH,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,32686.9,32675.7,32241.9,33044.6,31293.7,30902.6,31087.9,32605.2,31775.0,32663.9,34455.6,33129.0,34522.4,34734.9,33937.5,34494.3,36199.1,35129.1,34916.3,37158.8,40680.0,42230.0,44550.0,41950.0,43620.0,44990.0,47510.0,49780.0,54060.0,54660.0,53510.0,55770.0,61480.0,60530.0,61590.0,63910.0,67280.0,73250.0,76200.0,79110.0,82380.0,83090.0,87230.0,91110.0,95150.0,98520.0,100810.0,102660.0,103110.0,,
Faroe Islands,FRO,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,30.1762,29.6537,30.158,30.1951,30.2513,30.1776,30.9317,31.0588,30.9315,30.6081,30.7001,30.6593,30.6791,30.9756,31.1521,31.2142,31.3841,31.8741,32.2843,32.6563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,416.296,407.265,410.592,417.714,437.426,460.217,455.156,474.29,466.818,506.212,514.002,523.406,538.16,527.67,563.172,577.159,600.831,607.871,620.107,631.405,740.0,760.0,780.0,820.0,860.0,890.0,890.0,890.0,880.0,860.0,870.0,880.0,850.0,850.0,860.0,860.0,850.0,850.0,840.0,830.0,820.0,870.0,920.0,970.0,1020.0,620.0,630.0,660.0,670.0,,
Finland,FIN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,9972.17,9883.27,9967.34,10030.6,9998.34,9400.54,9491.59,9491.74,9649.37,9846.2,10047.3,10120.8,9917.73,9916.79,9154.3,9319.11,9348.62,9395.54,9466.84,9673.87,8340.0,8250.0,8180.0,8150.0,8050.0,7820.0,7700.0,7570.0,7300.0,7100.0,6760.0,6570.0,6290.0,6030.0,5780.0,5490.0,5540.0,5360.0,5230.0,5120.0,5150.0,4990.0,4940.0,4810.0,4670.0,4600.0,4470.0,4340.0,4240.0,,
France,FRA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,82882.3,81631.0,81040.2,80800.2,81091.0,82850.4,85288.4,88464.6,89070.8,90031.0,88254.2,85724.6,82762.7,82999.7,83127.7,81819.2,80685.6,78600.8,75699.9,75519.1,77440.0,77370.0,76630.0,76790.0,76690.0,77010.0,76170.0,74570.0,74570.0,74280.0,75360.0,75140.0,73020.0,71530.0,70210.0,68960.0,67970.0,67900.0,67740.0,66360.0,65990.0,63990.0,63110.0,62730.0,61860.0,61040.0,59940.0,59130.0,58340.0,,
French Polynesia,PYF,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,40.6673,41.5339,41.8183,42.0689,42.2605,43.5606,44.6056,45.7915,47.2106,48.3516,50.9641,56.5553,56.854,56.9163,59.8358,64.4886,65.9715,65.7464,67.779,69.8286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,876.139,893.196,974.409,2131.75,2283.72,2645.96,2748.79,2735.11,2759.99,2980.14,2789.36,2733.04,2735.56,2513.81,2930.76,3293.63,2553.68,2428.13,2384.81,3156.11,2100.0,2040.0,1990.0,1930.0,1870.0,1730.0,1520.0,1360.0,1200.0,1040.0,870.0,870.0,910.0,940.0,990.0,970.0,1010.0,1020.0,1060.0,1010.0,1040.0,1090.0,1090.0,1110.0,1080.0,1100.0,1130.0,1150.0,1120.0,,
"Gambia, The",GMB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,494.789,500.536,486.46,483.397,472.675,490.02,500.263,522.147,510.763,500.179,554.842,555.627,576.55,524.272,506.078,513.014,536.255,559.066,572.194,579.217,3920.0,4060.0,4170.0,4290.0,3820.0,3350.0,2870.0,2340.0,1860.0,1360.0,890.0,850.0,840.0,920.0,990.0,1020.0,1080.0,1110.0,1250.0,1550.0,1660.0,1370.0,1490.0,1560.0,1610.0,1620.0,1640.0,1660.0,1700.0,,
Georgia,GEO,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,3492.82,3625.43,3764.91,3851.98,3950.03,4032.02,4052.83,4049.71,4025.5,4014.53,3983.31,3959.4,3891.84,3850.75,3929.11,3946.13,3981.58,4043.01,5085.16,5093.61,16220.0,14270.0,11770.0,9800.0,8380.0,7280.0,7350.0,7380.0,7350.0,7370.0,7400.0,6410.0,6410.0,6770.0,6490.0,6070.0,6020.0,5880.0,5800.0,5730.0,5710.0,5670.0,5740.0,5710.0,5700.0,5410.0,5380.0,5310.0,5210.0,,
Germany,DEU,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,126692.0,126062.0,123793.0,123653.0,124958.0,124222.0,124404.0,123449.0,124900.0,127933.0,129036.0,129034.0,127657.0,124594.0,123918.0,125879.0,124223.0,120704.0,117933.0,117394.0,131610.0,127000.0,119240.0,118580.0,113710.0,111900.0,108860.0,105270.0,99140.0,98500.0,94110.0,89100.0,84880.0,80510.0,74530.0,70650.0,66720.0,64320.0,63510.0,60910.0,59920.0,58690.0,59220.0,58310.0,57160.0,56800.0,55520.0,54780.0,53370.0,,
Ghana,GHA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,5230.4,5187.34,5279.6,5558.44,4992.67,5253.06,5376.87,6142.92,5548.67,5795.62,6672.43,6063.42,6564.76,6334.09,6535.96,6271.29,6420.18,6733.1,6493.72,7052.09,5860.0,6250.0,6390.0,6710.0,7010.0,7340.0,7700.0,8340.0,9050.0,8670.0,9640.0,9700.0,9960.0,10580.0,10490.0,11540.0,11480.0,11540.0,11900.0,12060.0,12560.0,14300.0,15230.0,16840.0,18050.0,19540.0,20230.0,20850.0,21350.0,,
